Data;Ora UTC;ID_Transetto;Operazioni;Commento;Litter;NOTE
18/11/2025;00:51:24;29_T01;Commento;;;inizio campionamento
18/11/2025;00:55:33;29_T01;Biologico ;Spugne nd;;spugna bianca e roccia
18/11/2025;01:03:56;29_T01;Commento;Notodendrodes sp.;;
18/11/2025;01:04:14;29_T01;Commento;N. aequalis;;
18/11/2025;01:19:08;29_T01;Commento;grande densità B. mollis;;
18/11/2025;01:20:10;29_T01;Commento;B. viridis;;
18/11/2025;01:23:21;29_T01;Commento;7 colonie concentrate;;
18/11/2025;01:28:23;29_T01;Commento;epizoanthus sp. su ramo morto;;
18/11/2025;01:51:08;29_T01;Commento;N. aequalis;;
18/11/2025;01:55:51;29_T01;Commento;Notodendrodes sp.;;
18/11/2025;02:03:17;29_T01;Fine transetto;;;
18/11/2025;02:09:09;29_T01;On Deck;;;
18/11/2025;03:11:58;29_T02;Off Deck;;;
18/11/2025;03:17:59;29_T02;Inizio transetto;;;
18/11/2025;03:18:07;29_T02;Commento;Cancellare roccia esposta;;
18/11/2025;03:21:34;29_T02;Commento;spugne bianche a pallina;;
18/11/2025;03:21:35;29_T02;Commento;Nezumia aequalis;;
18/11/2025;03:26:34;29_T02;Commento;Notodendrodes sp.;;
18/11/2025;03:38:08;29_T02;Commento;Cancellare Callogorgia 100 500;;
18/11/2025;03:40:28;29_T02;Commento;Callogorgia su anfora;;
18/11/2025;03:47:23;29_T02;Commento;Hymenocephalus italicus;;
18/11/2025;03:56:25;29_T02;Commento;Isididi su roccia;;
18/11/2025;04:19:40;29_T02;Commento;Parete verticale di 10 m;;
18/11/2025;04:30:17;29_T02;Fine transetto;;;
28/12/2025;05:15:00;29_T02;Commento;Caretta caretta ;;
18/11/2025;05:21:22;29_T02;On Deck;;;
18/11/2025;09:03:13;53_T01;Off Deck;;;
18/11/2025;09:11:05;53_T01;On Deck;;;RISALITO X problemi al Gemini
18/11/2025;09:55:10;53_T01;Off Deck;;;
18/11/2025;10:54:43;53_T01;Commento;;;fuori dal TMS
18/11/2025;11:05:39;53_T01;Inizio transetto;;;fondo fangoso 1010
18/11/2025;11:20:58;53_T01;Commento;H. coronata;;
18/11/2025;11:28:50;53_T01;Commento;Pesce vipera controllare B&W camera;;
18/11/2025;11:41:39;53_T01;Commento;Pesce serpentiforme;;
18/11/2025;11:42:55;53_T01;Commento;Facciolella e pesce nd (caudale superiore allungata);;
18/11/2025;11:44:26;53_T01;Commento;Pesci nd;;
18/11/2025;11:58:40;53_T01;Commento;H.coronata;;
18/11/2025;12:03:10;53_T01;Commento;Cerianthus;;
18/11/2025;12:06:52;53_T01;Commento;Parasticopus;;
18/11/2025;12:09:02;53_T01;Commento;Cerianthus;;
18/11/2025;12:10:16;53_T01;Fine transetto;;;
18/11/2025;12:39:20;53_T01;On Deck;;;PROBLEMA TECNICO TRA LE 15 E LE 16
18/11/2025;15:38:35;53_T05;Off Deck;;;off deck reale alle 16:07
18/11/2025;15:51:13;53_T05;Inizio transetto;;;
18/11/2025;16:03:08;53_T05;Commento;Parastichopus x 2;;
18/11/2025;16:07:36;53_T05;Commento;Parastichopus;;
18/11/2025;16:15:16;53_T05;Commento;Pesce da identificare;;
18/11/2025;16:18:05;53_T05;Commento;H. italicus;;
18/11/2025;16:25:38;53_T05;Commento;H. coronata;;
18/11/2025;16:31:39;53_T05;Fine transetto;;;interrotto transetto a 350 m. fondale fangoso senza elementi di interesse
18/11/2025;17:01:00;53_T05;On Deck;;;
18/11/2025;19:21:54;53_T03;Off Deck;;;
18/11/2025;20:17:21;53_T03;Push-corer;;;
18/11/2025;20:28:53;53_T03;Inizio transetto;;;
18/11/2025;20:33:48;53_T03;Commento;Cancella plastica;;
18/11/2025;20:36:23;53_T03;Commento;Ceramaster;;
18/11/2025;20:39:40;53_T03;Commento;Parastichopus regalis;;
18/11/2025;20:43:28;53_T03;Commento;Parastichopus regalis;;
18/11/2025;21:27:51;53_T03;Commento;Cerianthus sp.;;20:44
18/11/2025;20:45:14;53_T03;Commento;Hymenodiscus coronata;;
18/11/2025;20:49:32;53_T03;Commento;Cerianthus sp.;;
18/11/2025;20:50:44;53_T03;Commento;Isidella divelta;;
18/11/2025;20:52:37;53_T03;Commento;Cerianthus sp.;;
18/11/2025;20:57:34;53_T03;Commento;Mesoturia intestinalis;;
18/11/2025;20:59:10;53_T03;Commento;Hymenocephalus italicus;;
18/11/2025;21:00:04;53_T03;Commento;Parastichopus regalis;;
18/11/2025;21:00:56;53_T03;Commento;Cerianthus sp.;;
18/11/2025;21:03:40;53_T03;Commento;Galeus melastomus;;
18/11/2025;21:08:05;53_T03;Fine transetto;interrotto a 440 mp;;
18/11/2025;21:51:15;53_T03;On Deck;;;
18/11/2025;23:19:02;53_T02;Off Deck;;;
19/11/2025;00:28:34;53_T02;Inizio transetto;;;
19/11/2025;00:33:53;53_T02;Commento;M. intestinalis;;
19/11/2025;00:34:54;53_T02;Commento;N. melanurum;;
19/11/2025;00:37:19;53_T02;Commento;oltrepassiamo una fish line ;fish line ;
19/11/2025;00:43:35;53_T02;Commento;strascico;;
19/11/2025;00:46:44;53_T02;Commento;Ceramaster;;
19/11/2025;00:47:18;53_T02;Commento;spugne bianche a pallina ;;
19/11/2025;00:49:47;53_T02;Commento;spugna trasparente ;;
19/11/2025;00:54:42;53_T02;Commento;B. maravigna ;;
19/11/2025;00:57:14;53_T02;Commento;N. melanurum;;
19/11/2025;01:05:39;53_T02;Commento;spugne bianche a pallina ;;
19/11/2025;01:17:08;53_T02;Commento;Ceramaster;;
19/11/2025;01:24:15;53_T02;Commento;strascico togli lenza;;
19/11/2025;01:30:49;53_T02;Commento;Pagurus;;
19/11/2025;01:55:39;53_T02;Commento;H. coronata ;;
19/11/2025;02:03:13;53_T02;Commento;;;inizio campionamento isidide
19/11/2025;02:09:49;53_T02;Biologico ;Isidide;;campionamento a 1070 m
19/11/2025;02:15:53;53_T02;Commento;;;oltrepassiamo una fish line 
19/11/2025;02:22:01;53_T02;Commento;;;fango con aumento considerevole della pendenza
19/11/2025;02:23:10;53_T02;Commento;Ceramaster;;
19/11/2025;02:30:36;53_T02;Commento;Mesoturia intestinalis;;
19/11/2025;02:30:47;53_T02;Commento;Ceramaster x2;;
19/11/2025;02:31:05;53_T02;Commento;H. coronata;;
19/11/2025;02:59:44;53_T02;Commento;segni di strascico;;
19/11/2025;03:04:19;53_T02;Commento;cf Chauliodus sp.;;
19/11/2025;03:14:34;53_T02;Commento;Parastichopus regalis;;
19/11/2025;03:20:29;53_T02;Commento;Vari Parasticopus;;
19/11/2025;03:26:26;53_T02;Commento;H. coronata;;
19/11/2025;03:28:48;53_T02;Commento;Pagurus;;
19/11/2025;03:30:17;53_T02;Commento;H. coronata;;
19/11/2025;03:31:17;53_T02;Commento;Sclerastherias sp.;;
19/11/2025;03:35:04;53_T02;Commento;N. aequalis;;
19/11/2025;03:35:21;53_T02;Commento;Pagurus;;
19/11/2025;03:38:35;53_T02;Commento;H. italicus;;
19/11/2025;03:38:38;53_T02;Commento;Ceramaster;;
19/11/2025;03:39:23;53_T02;Commento;N. aequalis;;
19/11/2025;03:43:54;53_T02;Commento;H. italicus;;
19/11/2025;03:50:19;53_T02;Fine transetto;fine transetto;;
19/11/2025;04:30:56;53_T02;On Deck;;;INIZIO TRANSITO SU SKERKI
19/11/2025;17:01:57;68_T01;Off Deck;;;
19/11/2025;17:18:31;68_T01;On Deck;;;
19/11/2025;17:18:33;68_T01;Off Deck;;;"Nuovo tentativo; out TMS alle 17:28"
19/11/2025;17:39:01;68_T01;Inizio transetto;;;
19/11/2025;17:40:08;68_T01;Commento;Lepidorombus sp.;;
19/11/2025;17:41:25;68_T01;Commento;Lepidorombus sp.;;
19/11/2025;17:45:00;68_T01;Commento;Spugna incrostante bianca;;
19/11/2025;17:45:14;68_T01;Commento;Reteporella sp.;;
19/11/2025;17:45:46;68_T01;Commento;M. scolopax;;
19/11/2025;17:48:31;68_T01;Commento;Phycis phycis;;
19/11/2025;17:49:36;68_T01;Commento;Reteporella sp.;;
19/11/2025;17:51:29;68_T01;Commento;Munida;;
19/11/2025;17:52:06;68_T01;Commento;Epigonus;;
19/11/2025;18:02:07;68_T01;Commento;M. scolopax;;
19/11/2025;18:09:43;68_T01;Commento;Spinolambrus;;
19/11/2025;18:11:39;68_T01;Commento;Scyllarides latus;;
19/11/2025;18:21:47;68_T01;Commento;Phycis phycis;;
19/11/2025;18:29:30;68_T01;Commento;Epigonus sp.;;
19/11/2025;18:32:21;68_T01;Commento;Reteporella sp. ;;
19/11/2025;18:38:54;68_T01;Commento;Spinolasmbrus macrochelos;;
19/11/2025;18:39:10;68_T01;Commento;spugne bianche a pallina ;;
19/11/2025;18:40:06;68_T01;Commento;Coelorinchus sp. ;;
19/11/2025;18:41:13;68_T01;Commento;Holoturia poli ;;
19/11/2025;18:46:17;68_T01;Commento;spugne incrostanti gialle ;;
19/11/2025;18:51:58;68_T01;Commento;Peltaster placenta ;;
19/11/2025;18:58:13;68_T01;Commento;Aulopus filamentosus ;;
19/11/2025;19:04:00;68_T01;Commento;fine sponge ground;;
19/11/2025;19:09:43;68_T01;Commento;Macroramphosus scolopax;;
19/11/2025;19:10:17;68_T01;Commento;Spinolasmbrus macrochelos;;
19/11/2025;19:13:00;68_T01;Commento;Spinolasmbrus macrochelos;;
19/11/2025;19:19:30;68_T01;Commento;Aulopus filamentosus ;;
19/11/2025;19:23:33;68_T01;Commento;Palinurus elephas ;;
19/11/2025;19:27:00;68_T01;Fine transetto;;;
19/11/2025;19:57:50;68_T01;On Deck;;;
19/11/2025;21:19:10;68_T02;Off Deck;;;
19/11/2025;21:54:40;68_T02;Inizio transetto;;;
19/11/2025;21:55:24;68_T02;Commento;H. coronata;;
19/11/2025;21:56:53;68_T02;Commento;H. coronata;;
19/11/2025;22:00:43;68_T02;Commento;inizio campionamento;;
19/11/2025;22:20:11;68_T02;Commento;Protoptilum carpenteri ?;;primo tentativo con T4 poi con retino
19/11/2025;22:28:57;68_T02;Commento;inizio campionamento;;
19/11/2025;22:37:56;68_T02;Biologico ;F.quadrangularis;;Funiculina quadrangularis
19/11/2025;22:47:59;68_T02;Commento;H. coronata;;
19/11/2025;22:51:33;68_T02;Commento;H. coronata;;
19/11/2025;22:53:33;68_T02;Commento;H. coronata;;
19/11/2025;22:54:45;68_T02;Commento;Coelorinchus sp. ;;
19/11/2025;22:55:00;68_T02;Commento;H. coronata;;
19/11/2025;22:59:18;68_T02;Commento;H. coronata;;
19/11/2025;22:59:27;68_T02;Commento;H. coronata;;
19/11/2025;23:00:01;68_T02;Commento;H. coronata;;
19/11/2025;23:01:06;68_T02;Commento;Nephrops neorvegicus;;
19/11/2025;23:01:20;68_T02;Commento;H. coronata;;
19/11/2025;23:01:36;68_T02;Commento;H. coronata;;
19/11/2025;23:04:32;68_T02;Commento;H. coronata;;
19/11/2025;23:05:02;68_T02;Commento;Coelorinchus sp. ;;
19/11/2025;23:05:21;68_T02;Commento;Triglidae nd.;;
19/11/2025;23:06:09;68_T02;Commento;H. coronata;;
19/11/2025;23:06:24;68_T02;Commento;H. coronata;;
19/11/2025;23:08:59;68_T02;Commento;H. coronata;;
19/11/2025;23:09:02;68_T02;Commento;H. coronata;;
19/11/2025;23:09:29;68_T02;Commento;H. coronata;;
19/11/2025;23:10:04;68_T02;Commento;H. coronata;;
19/11/2025;23:10:44;68_T02;Commento;H. coronata;;
19/11/2025;23:11:06;68_T02;Commento;H. coronata;;
19/11/2025;23:13:58;68_T02;Commento;H. coronata;;
19/11/2025;23:14:24;68_T02;Commento;Lepidorombus sp.;;
19/11/2025;23:15:25;68_T02;Commento;H. italicus;;
19/11/2025;23:15:45;68_T02;Commento;H. coronata;;
19/11/2025;23:15:53;68_T02;Commento;H. coronata;;
19/11/2025;23:16:19;68_T02;Commento;H. coronata;;
19/11/2025;23:16:34;68_T02;Commento;H. coronata;;
19/11/2025;23:16:43;68_T02;Commento;H. coronata;;
19/11/2025;23:17:13;68_T02;Commento;H. coronata;;
19/11/2025;23:17:17;68_T02;Commento;H. coronata;;
19/11/2025;23:17:20;68_T02;Commento;H. coronata;;
19/11/2025;23:17:57;68_T02;Commento;H. coronata;;
19/11/2025;23:18:11;68_T02;Commento;H. coronata;;
19/11/2025;23:18:28;68_T02;Commento;H. coronata;;
19/11/2025;23:18:33;68_T02;Commento;H. coronata;;
19/11/2025;23:18:40;68_T02;Fine transetto;;;
19/11/2025;23:50:34;68_T02;On Deck;;;
20/11/2025;00:42:05;68_T03;Off Deck;;;
20/11/2025;01:05:03;68_T03;Inizio transetto;;;
20/11/2025;01:05:09;68_T03;Commento;Calappa granulata ;;
20/11/2025;01:11:24;68_T03;Commento; cancellare Coelorinchus sp. ;;
20/11/2025;01:12:05;68_T03;Commento;Coelorinchus sp. ;;
20/11/2025;01:12:46;68_T03;Commento;Hyalinoecia tubicola;;
20/11/2025;01:15:13;68_T03;Commento;M. scolopax;;
20/11/2025;01:17:47;68_T03;Commento;Epigonus sp. ;;
20/11/2025;01:18:30;68_T03;Commento;P. placenta ;;
20/11/2025;01:18:52;68_T03;Commento;Chlopsis bicolor;;
20/11/2025;01:19:43;68_T03;Commento;togliere una funiculina ;;
20/11/2025;01:19:52;68_T03;Commento;Triglidae nd. ;;
20/11/2025;01:21:38;68_T03;Commento;Epigonus sp. ;;
20/11/2025;01:27:01;68_T03;Commento;M. scolopax;;
20/11/2025;01:27:40;68_T03;Commento;P. placenta ;;
20/11/2025;01:28:38;68_T03;Commento;Reteporella sp. ;;
20/11/2025;01:35:58;68_T03;Commento;inizio campionamento ;;
20/11/2025;01:40:37;68_T03;Biologico ; Acanthogorgiidae;;
20/11/2025;01:45:09;68_T03;Commento;Zeus faber;;
20/11/2025;01:46:07;68_T03;Commento;P. placenta ;;
20/11/2025;01:47:11;68_T03;Commento;P. elephas ;;
20/11/2025;01:49:46;68_T03;Commento;H. tubicola;;
20/11/2025;01:53:31;68_T03;Commento;chlopsis bicolor;;
20/11/2025;01:54:45;68_T03;Commento;Lepidorombus boscii;;
20/11/2025;01:55:05;68_T03;Commento;chlopsis bicolor;;
20/11/2025;01:57:23;68_T03;Commento;spugne gialle incrostanti;;
20/11/2025;01:59:47;68_T03;Commento;A. filamentosus;;
20/11/2025;02:00:57;68_T03;Commento;P. placenta ;;
20/11/2025;02:05:15;68_T03;Commento;Zeus faber;;
20/11/2025;02:14:38;68_T03;Commento;chlopsis bicolor;;
20/11/2025;02:16:29;68_T03;Commento;fine transetto ;;
20/11/2025;02:34:00;68_T03;On Deck;;;
20/11/2025;03:25:14;68_T04;Off Deck;;;
20/11/2025;03:53:20;68_T04;Inizio transetto;;;
20/11/2025;03:59:22;68_T04;Commento;Peristerion cataphractum;;
20/11/2025;04:02:26;68_T04;Commento;Spinolambrus macrochelos;;
20/11/2025;04:05:02;68_T04;Commento;H. coronata;;
20/11/2025;04:08:10;68_T04;Commento;H. italicus;;
20/11/2025;04:10:34;68_T04;Commento;H. coronata;;
20/11/2025;04:11:58;68_T04;Commento;H. italicus;;
20/11/2025;04:12:36;68_T04;Commento;Peristerion cataphractum;;
20/11/2025;04:16:08;68_T04;Commento;Peristerion cataphractum;;
20/11/2025;04:16:42;68_T04;Commento;H. coronata;;
20/11/2025;04:20:40;68_T04;Commento;H. coronata;;
20/11/2025;04:20:52;68_T04;Commento;Peristerion cataphractum;;
20/11/2025;04:39:53;68_T04;Commento;Pagurus;;
20/11/2025;04:40:03;68_T04;Commento;Lepidorombus boscii;;
20/11/2025;04:47:49;68_T04;Fine transetto;;;
20/11/2025;05:17:46;68_T04;On Deck;;;
20/11/2025;06:08:08;68_T05;Off Deck;;;
20/11/2025;06:40:43;68_T05;Inizio transetto;;;Prova campionamento push-corer fallito
20/11/2025;06:46:11;68_T05;Commento;H.tubicola;;
20/11/2025;06:49:09;68_T05;Commento;Parastichopus;;
20/11/2025;06:56:46;68_T05;Commento;Scyliorhinus da verificare;;
20/11/2025;06:57:53;68_T05;Commento;H. italicus;;
20/11/2025;07:04:27;68_T05;Commento;Phycis phycis;;
20/11/2025;07:05:15;68_T05;Commento;Spugne bianche a palline;;
20/11/2025;07:06:00;68_T05;Commento;Peltaster placenta;;
20/11/2025;07:08:31;68_T05;Commento;Peltaster placenta;;
20/11/2025;07:12:28;68_T05;Commento;Munida sp.;;
20/11/2025;07:12:53;68_T05;Commento;Epigonus;;
20/11/2025;07:15:45;68_T05;Commento;Spinolambrus macrochelos;;
20/11/2025;07:20:49;68_T05;Commento;Ceramaster;;
20/11/2025;07:22:26;68_T05;Commento;Peltaster placenta;;
20/11/2025;07:29:58;68_T05;Commento;Lepidorhombus sp.;;
20/11/2025;07:36:13;68_T05;Fine transetto;;;
20/11/2025;07:38:32;68_T05;On Deck;;;on deck alle 8:02 reale
20/11/2025;09:15:20;68_T06;Inizio transetto;;;off deck 8:40
20/11/2025;09:15:28;68_T06;Commento;;;Segni di strascico
20/11/2025;09:25:05;68_T06;Commento;Lepidorombus;;
20/11/2025;09:32:35;68_T06;Commento;Lepidorombus;;
20/11/2025;09:37:39;68_T06;Commento;Dipturus oxyrinchus;;
20/11/2025;09:47:24;68_T06;Commento;Lepidorombus;;
20/11/2025;09:51:00;68_T06;Fine transetto;;;si prosegue in immersione per altri 500-600m per verificare presenza di fondo roccioso
20/11/2025;10:10:27;68_T07;Inizio transetto;;;"deciso di prolungare di altri 500 m per verificare eventuale presenza di fondo roccioso; registrato video, ctd e adcp"
20/11/2025;10:13:55;68_T07;Commento;Triglidae;;
20/11/2025;10:27:57;68_T07;Fine transetto;;;si decide di spostare il transetto ancora oltre, portando il ROV sul deck
20/11/2025;11:24:20;68_T07_New;Inizio transetto;;;
20/11/2025;11:29:37;68_T07_New;Commento;;;segni di strascico
20/11/2025;11:32:03;68_T07_New;Commento;Spugna nd?;;
20/11/2025;11:36:12;68_T07_New;Commento;Peltaster placenta;;
20/11/2025;11:49:20;68_T07_New;Commento;Peltaster placenta;;
20/11/2025;12:07:19;68_T07_New;Commento;;;iniziato campionamento
20/11/2025;12:18:18;68_T07_New;Biologico ;Acanthogorgiidae;;fine campionamento Acanthogorgiidae
20/11/2025;12:29:18;68_T07_New;Commento;Aulopus filamentosus;;
20/11/2025;12:30:02;68_T07_New;Commento;Reteporella;;
20/11/2025;12:40:51;68_T07_New;Commento;;;iniziato campionamento
20/11/2025;12:50:14;68_T07_New;Biologico ;Spugna nd;;campionata spugna nd
20/11/2025;13:10:13;68_T07_New;Biologico ;Spugna nd e C. verticillata;;campionata spugna nd con callogorgia
20/11/2025;13:14:30;68_T07_New;Commento;Scorpaena scrofa;;
20/11/2025;13:15:15;68_T07_New;Commento;Bonellia viridis;;
20/11/2025;13:26:35;68_T07_New;Commento;Bonellia viridis;;
20/11/2025;13:26:52;68_T07_New;Commento;Phycis phycis;;
20/11/2025;13:32:56;68_T07_New;Commento;;;Inizio campionamento
20/11/2025;13:36:28;68_T07_New;Biologico ;Acanthogorgiidae;;capmpionata Acanthogorgiidae
20/11/2025;13:49:09;68_T07_New;Commento;Lepidorhombus sp.;;
20/11/2025;13:51:26;68_T07_New;Commento;Aulopus filamentosus;;
20/11/2025;13:57:07;68_T07_New;Commento;Bonellia viridis;;
20/11/2025;13:57:48;68_T07_New;Commento;Aulopus filamentosus;;
20/11/2025;13:58:04;68_T07_New;Commento;Zeus faber;;
20/11/2025;14:02:00;68_T07_New;Fine transetto;;;on deck alle 14:16
20/11/2025;23:08:51;22_T14;Off Deck;;;
20/11/2025;23:58:49;22_T14;Commento;Problemi con altimetro e profondimetro durante discesa e sul fondo;;
21/11/2025;00:01:29;22_T14;Inizio transetto;;;
21/11/2025;00:08:34;22_T14;Commento;T. galea;;
21/11/2025;00:21:16;22_T14;Commento;depressione con anfora dentro;;
21/11/2025;00:23:40;22_T14;Commento;H. italicus;;
21/11/2025;00:27:08;22_T14;Commento;N. aequalis;;
21/11/2025;00:44:20;22_T14;Commento;Inizio campionamento;;
21/11/2025;00:45:18;22_T14;Biologico ;P. carpenteri;;767 m
21/11/2025;01:14:23;22_T14;Commento;N. aequalis;;
21/11/2025;01:30:05;22_T14;Commento;fine bamboo corals su fango;;
21/11/2025;01:39:32;22_T14;Commento;segni strascico;;
21/11/2025;01:54:12;22_T14;Commento;Serturalella sp.;;
21/11/2025;02:03:05;22_T14;Fine transetto;a 904 mp, metri percorsi effettivi 982 m;;deviazione port side dal tracciato originale del transetto
21/11/2025;02:49:14;22_T14;On Deck;;;
21/11/2025;03:39:24;22_T16;Off Deck;;;
21/11/2025;04:22:34;22_T16;Inizio transetto;;;
21/11/2025;04:28:41;22_T16;Commento;H. italicus;;
21/11/2025;04:30:58;22_T16;Commento;H. italicus;;
21/11/2025;04:33:34;22_T16;Commento;pesce nd;;
21/11/2025;04:34:56;22_T16;Commento;Cerianthus sp.;;
21/11/2025;04:43:44;22_T16;Commento;Leptometra su isidide;;cf Artometra
21/11/2025;04:45:19;22_T16;Commento;Leptometra su isidide;;cf Artometra
21/11/2025;04:52:58;22_T16;Commento;Nettastoma melanurum;;
21/11/2025;04:55:09;22_T16;Commento;Leptometra su isidide;;
21/11/2025;05:06:01;22_T16;Commento;N. aequalis;;
21/11/2025;05:09:06;22_T16;Commento;polverone alzato da altro e aumento pendenza;;
21/11/2025;05:35:56;22_T16;commento;inizio campionamento;;
21/11/2025;05:40:01;22_T16;Biologico ;Antipathes ;;
21/11/2025;05:40:02;22_T16;commento;Stolonifero nd.;;cf Sarcodictyon catenatum
21/11/2025;05:50:40;22_T16;commento;cf Stichopathes ;;
21/11/2025;05:54:26;22_T16;commento;cf Sarcodictyon catenatum;;
21/11/2025;06:00:59;22_T16;commento;P. cuvieri;;
21/11/2025;06:05:02;22_T16;commento;Stolonifero nd.;;cf Sarcodictyon catenatum
21/11/2025;06:05:02;22_T16;commento;tentativo campionamento sostanza mucillaginosa arancione;;
21/11/2025;06:30:58;22_T16;Commento;tentativo campionamento sostanza mucillaginosa arancione;;FALLITO
21/11/2025;06:33:59;22_T16;Commento;Daniela;;
21/11/2025;06:37:44;22_T16;Commento;;;inizio tentativo di campionamento stolonifero
21/11/2025;06:47:25;22_T16;Commento;;;non campionato
21/11/2025;06:56:05;22_T16;Biologico ;Stolonifero su isidella (ipotesi);;solo Isidella
21/11/2025;07:06:51;22_T16;Commento;Daniela;;
21/11/2025;07:10:33;22_T16;Commento;cf Stichopathes ;;
21/11/2025;07:12:46;22_T16;Commento;scheletro di dendrophyllia con zoantari;;
21/11/2025;07:32:44;22_T16;Commento;Tentativo camionamento Dendrophyllia e stoloniferi;;
21/11/2025;07:35:49;22_T16;Biologico ;D. cornigera E STOLONIFERI;;
21/11/2025;07:47:54;22_T16;Fine transetto;;;on deck circa alle 9:20
21/11/2025;09:32:45;22_T11;Off Deck;;;circa alle 9:07
21/11/2025;10:04:06;22_T11;Inizio transetto;;;
21/11/2025;10:11:50;22_T11;Commento;;;vulcanetti di fango
21/11/2025;10:19:11;22_T11;Commento;H.italicus;;
21/11/2025;10:22:16;22_T11;Commento;Nezumia;;
21/11/2025;10:34:18;22_T11;Commento;H.italicus;;
21/11/2025;10:37:05;22_T11;Commento;H.italicus;;
21/11/2025;10:42:01;22_T11;Commento;Nezumia;;
21/11/2025;10:49:53;22_T11;Biologico ;Zoantidei nd;;
21/11/2025;11:14:05;22_T11;Commento;H. italicus;;
21/11/2025;11:17:34;22_T11;Commento;Nezumia;;
21/11/2025;11:20:52;22_T11;Commento;Cerianthus sp.;;
21/11/2025;11:23:52;22_T11;Commento;H. italicus;;
21/11/2025;11:34:45;22_T11;Commento;H. italicus;;
21/11/2025;11:51:51;22_T11;Commento;Cerianthus sp.;;
21/11/2025;11:58:37;22_T11;Commento;H. italicus;;
21/11/2025;12:08:08;22_T11;Commento;H. italicus;;
21/11/2025;12:15:44;22_T11;Commento;Nezumia;;
21/11/2025;12:18:04;22_T11;Commento;H. italicus;;
21/11/2025;12:25:38;22_T11;Commento;Cerianthus sp.;;
21/11/2025;12:27:22;22_T11;Push-corer;;;
21/11/2025;12:31:58;22_T11;Fine transetto;;;
21/11/2025;13:22:59;22_T11;On Deck;;;
21/11/2025;15:28:00;22_T01;;;;transito da Tr 11 a Tr 01 ma arrivati sul punto si rinuncia per arrivo cattivo tempo
23/11/2025;23:07:53;28_T05;Off Deck;;;
24/11/2025;00:06:01;28_T05;Commento;evitiamo una fishline prima di raggiungere il fondo;;risaliamo a 20 m sopra il fondale e riscendiamo
24/11/2025;00:21:22;28_T05;Inizio transetto;;;
24/11/2025;00:23:57;28_T05;Commento;fango molto irregolare con tumuli;;
24/11/2025;00:31:29;28_T05;Commento;isididi crescono sulle cime dei tumuli ;;
24/11/2025;00:57:32;28_T05;Commento;Mesoturia intestinalis;;
24/11/2025;00:59:33;28_T05;Commento;Nettastoma melanurum;;
24/11/2025;01:10:07;28_T05;Commento;rivedere video (stecco bianco);;
24/11/2025;01:17:24;28_T05;Commento;rocce affioranti di colore bianco ;;
24/11/2025;01:43:11;28_T05;Commento;dalle h 01:32 il ROV non avanza;;
24/11/2025;01:44:55;28_T05;Commento;ROV risale sul TMS;;temporanea interruzione del transetto
24/11/2025;02:00:17;28_T05;Commento;ROV e TMS risalgono fino a 1082 m;;cavo TMS incastrato in una fishline/cima
24/11/2025;02:38:33;28_T05;Commento;ROV ritorna sul fondo;;
24/11/2025;02:38:49;28_T05;Commento;riprendiamo il transetto;;
24/11/2025;02:40:12;28_T05;Commento;Mesoturia intestinalis;;
24/11/2025;03:29:39;28_T05;Commento;N. aequalis;;
24/11/2025;03:29:47;28_T05;Commento;Mesoturia intestinalis;;
24/11/2025;03:42:59;28_T05;Fine transetto;;;interrotto a 1010 mp
24/11/2025;04:37:56;28_T05;On Deck;;;
24/11/2025;06:06:01;28_T06;Off Deck;;;off deck effetivo ore 05:55
24/11/2025;06:57:39;28_T06;Inizio transetto;;;
24/11/2025;07:33:44;28_T06;Commento;;;lenza sul percorso rov sale per riscendere dopo 30 m
24/11/2025;07:37:52;28_T06;Commento;;;Riscendiamo sul fondo
24/11/2025;07:41:36;28_T06;Commento;Nettastoma melanurum;;
24/11/2025;07:44:58;28_T06;Commento;H. italicus;;
24/11/2025;07:46:10;28_T06;Commento;;;lenza sul percorso rov sale per riscendere dopo 30 m
24/11/2025;07:51:05;28_T06;Commento;;;Riscendiamo sul fondo
24/11/2025;07:54:22;28_T06;Commento;Nezumia;;
24/11/2025;08:02:37;28_T06;Commento;Nezumia;;
24/11/2025;08:03:15;28_T06;Fine transetto;;;interrotto transetto a 700 m
24/11/2025;08:56:12;28_T06;On Deck;;;
24/11/2025;09:58:12;28_T04;Off Deck;;;off deck reale 9:55
24/11/2025;10:56:18;28_T04;Inizio transetto;;;
24/11/2025;11:02:52;28_T04;Commento;;;isidiidae morta a 1355 m
24/11/2025;11:28:14;28_T04;Commento;;;
24/11/2025;11:30:19;28_T04;Commento;;;Risaliamo per lenza
24/11/2025;11:46:01;28_T04;Commento;;;Ritorniamo sul fondo
24/11/2025;11:50:18;28_T04;Commento;;;Risaliti di 20 m x tornare sulla linea
24/11/2025;11:53:42;28_T04;Commento;;;Ritorniamo sul fondo
24/11/2025;12:00:11;28_T04;Commento;Nettastoma melanurum;;
24/11/2025;12:15:31;28_T04;Commento;;;annotate ossa sul fondale
24/11/2025;12:22:54;28_T04;Commento;;;inizio campionamento
24/11/2025;12:33:12;28_T04;Biologico ;Spugna nd;;Fine campionamento
24/11/2025;12:39:47;28_T04;Commento;Sponge ground;;
24/11/2025;12:41:47;28_T04;Commento;Scaeurgus unicirrhus;;
24/11/2025;13:06:47;28_T04;Commento;Ceramaster;;
24/11/2025;13:10:02;28_T04;Commento;Ceramaster;;
